-8.789267390966415405e-03 5.315251275897026062e-02 1.666823169216513634e-03
5.077260732650756836e-01 -1.096991896629333496e+00 5.490843057632446289e-01
1.371813414152711630e-04 -2.386246621608734131e-01 6.898291707038879395e-01
-6.904708147048950195e-01 1.311112523078918457e+00 -1.927411109209060669e-01
-1.878204703330993652e+00 2.611175298690795898e+00 2.143061719834804535e-02
2.291755676269531250e-01 6.048919558525085449e-01 -7.755757123231887817e-02
-1.831054240465164185e-01 2.646926045417785645e-01 1.617026925086975098e-01
4.410841688513755798e-02 -2.215699404478073120e-01 1.548185129649937153e-03
5.234909653663635254e-01 -1.182217955589294434e+00 9.127705097198486328e-01
1.611687988042831421e-02 -3.568506538867950439e-01 5.046492815017700195e-01
-4.807707071304321289e-01 1.652730703353881836e-01 4.619391635060310364e-02
-4.829988956451416016e+00 4.071177482604980469e+00 -4.669381887651979923e-04
9.053677320480346680e-03 4.326184093952178955e-01 -1.444866299629211426e+00
-1.486646652221679688e+00 2.030952215194702148e+00 -9.507645964622497559e-01
-1.486348390579223633e+00 2.031064271926879883e+00 -9.509355425834655762e-01
-2.498826503753662109e+00 2.551705837249755859e+00 5.603131651878356934e-01
-2.498918056488037109e+00 2.552205801010131836e+00 5.594565272331237793e-01
2.046827375888824463e-01 5.301188230514526367e-01 -1.510536551475524902e+00
9.780518710613250732e-02 5.297729969024658203e-01 -1.511249780654907227e+00
