-4.029963612556457520e-01 5.082259178161621094e-01 -3.927601277828216553e-01
3.981847167015075684e-01 -5.245893001556396484e-01 3.595461845397949219e-01
3.858783841133117676e-01 5.344181507825851440e-02 -3.582366406917572021e-01
9.086727513931691647e-04 2.129271015292033553e-04 4.374290292616933584e-04
6.152759306132793427e-04 8.213432738557457924e-04 6.383926374837756157e-04
3.004340978804975748e-04 7.027836400084197521e-04 5.822139792144298553e-04
-3.463557660579681396e-01 4.524803161621093750e-02 3.064554929733276367e-01
-3.118537366390228271e-01 2.597483098506927490e-01 1.455655097961425781e-01
-2.744141519069671631e-01 -5.106652900576591492e-02 2.354587316513061523e-01
-4.636247083544731140e-02 -1.661250293254852295e-01 1.418237686157226562e-01
-2.974447011947631836e-01 3.228484392166137695e-01 1.029563620686531067e-01
-1.141102537512779236e-01 1.306890696287155151e-02 5.601464211940765381e-02
8.894578367471694946e-02 -1.307884901762008667e-01 6.155846640467643738e-02
-4.047035276889801025e-01 5.170938968658447266e-01 -3.477112650871276855e-01
4.441853463649749756e-01 -5.403203964233398438e-01 3.328059017658233643e-01
4.165129363536834717e-01 -4.658391475677490234e-01 -2.957232892513275146e-01
-3.471701443195343018e-01 5.186214447021484375e-01 -2.350393235683441162e-01
3.051865696907043457e-01 -4.679707884788513184e-01 2.641732692718505859e-01
3.830468952655792236e-01 9.261812269687652588e-02 -3.520847260951995850e-01
