-3.054111897945404053e-01 -7.642682641744613647e-02 5.775874257087707520e-01 1.229038462042808533e-01
2.140641361474990845e-01 -1.335330158472061157e-01 1.052422821521759033e-01 1.535889506340026855e-01
7.823517918586730957e-02 1.681527793407440186e-01 -7.751884460449218750e-01 5.292741060256958008e-01
1.823085546493530273e-01 2.628119587898254395e-01 -1.390881687402725220e-01 -3.080143630504608154e-01
5.558939576148986816e-01 6.855007410049438477e-01 -7.515655755996704102e-01 -9.670485854148864746e-01
-1.316326379776000977e+00 -1.289359450340270996e+00 1.153637290000915527e+00 7.460252046585083008e-01
-1.611963361501693726e-01 -1.375804990530014038e-01 2.011486440896987915e-01 9.047917127609252930e-01
-1.310851812362670898e+00 -1.297251701354980469e+00 9.138907790184020996e-01 -1.002657890319824219e+00
-2.463067471981048584e-01 -2.720813155174255371e-01 2.511828243732452393e-01 5.276973247528076172e-01
2.673889100551605225e-01 2.695108056068420410e-01 -1.170975804328918457e+00 6.354394555091857910e-01
-7.831387966871261597e-02 -1.669203937053680420e-01 1.442937254905700684e-01 9.889045357704162598e-02
2.483764439821243286e-01 2.464763075113296509e-01 2.546571753919124603e-02 -5.178749561309814453e-01
1.981160938739776611e-01 1.432024091482162476e-01 -8.863716572523117065e-02 -2.496547102928161621e-01
2.265220582485198975e-01 1.838534325361251831e-01 2.497264742851257324e-02 -4.349510967731475830e-01
1.930747330188751221e-01 2.446511238813400269e-01 7.934428751468658447e-03 -4.435265660285949707e-01
-1.128405258059501648e-01 -1.098112612962722778e-01 -3.612848743796348572e-02 2.569973766803741455e-01
-1.127057969570159912e-01 -1.192583814263343811e-01 -2.025406062602996826e-02 2.512698173522949219e-01
-9.250532835721969604e-02 -9.747605025768280029e-02 -3.916907589882612228e-03 1.925029307603836060e-01
-1.090551689267158508e-01 -1.219210028648376465e-01 -1.797307282686233521e-02 2.480980455875396729e-01
-8.992452174425125122e-02 -7.724339514970779419e-02 -2.314211428165435791e-02 1.888602077960968018e-01
-9.249171614646911621e-02 -9.135320782661437988e-02 7.077707414282485843e-05 1.835467666387557983e-01
-3.599890321493148804e-02 -9.221849031746387482e-03 -1.418810188770294189e-01 -4.953714609146118164e-01
-4.767585918307304382e-02 -2.344458922743797302e-02 -1.016746535897254944e-01 -3.648530840873718262e-01
-1.244137659668922424e-01 -2.616062760353088379e-03 -1.733684241771697998e-01 -4.424721300601959229e-01
1.248459611088037491e-02 -5.885865911841392517e-02 3.900013165548443794e-03 1.889178156852722168e-01
-3.386670723557472229e-02 -4.994258657097816467e-02 -8.129302412271499634e-02 2.570433318614959717e-01
1.514230072498321533e-01 1.644295454025268555e-01 -3.853589296340942383e-01 6.906213611364364624e-02
1.689810305833816528e-03 -4.796329885721206665e-02 -3.960759565234184265e-02 2.693162560462951660e-01
1.067583337426185608e-01 1.157862097024917603e-01 -2.968033850193023682e-01 7.333623617887496948e-02
1.192182824015617371e-01 1.357964724302291870e-01 1.485105454921722412e-01 -4.028102755546569824e-01
1.962691545486450195e-01 2.043914198875427246e-01 -2.106446772813796997e-01 -1.907409280538558960e-01
1.425215303897857666e-01 1.331755369901657104e-01 1.682318001985549927e-01 -4.441141784191131592e-01
1.178160309791564941e-01 1.111064180731773376e-01 1.449756324291229248e-01 -3.722495138645172119e-01
