-2.922756969928741455e-01 -1.636245697736740112e-01 6.113302707672119141e-01 -1.197644323110580444e-01
2.615553736686706543e-01 -1.595920026302337646e-01 1.670844703912734985e-01 1.862585246562957764e-01
1.032713651657104492e-01 2.009143531322479248e-01 -9.427926540374755859e-01 6.399761438369750977e-01
1.459749937057495117e-01 3.117251992225646973e-01 -2.116467505693435669e-01 -2.444769591093063354e-01
4.403447210788726807e-01 4.869233369827270508e-01 -6.434389948844909668e-01 -5.923637151718139648e-01
-1.072069764137268066e+00 -1.063570618629455566e+00 1.052958250045776367e+00 4.680766165256500244e-01
-4.585580527782440186e-02 -1.446675229817628860e-02 8.940518647432327271e-02 6.135015487670898438e-01
-1.070591330528259277e+00 -1.067801117897033691e+00 8.873124122619628906e-01 -3.743617236614227295e-01
-1.218330711126327515e-01 -1.158955544233322144e-01 1.610244512557983398e-01 5.854726582765579224e-02
2.694886326789855957e-01 2.721307575702667236e-01 -1.273294925689697266e+00 7.305337190628051758e-01
-9.972368925809860229e-02 -2.069419175386428833e-01 2.114907056093215942e-01 9.439111500978469849e-02
2.693845033645629883e-01 2.681411206722259521e-01 3.794772550463676453e-02 -5.750592947006225586e-01
1.388089954853057861e-01 1.249663084745407104e-01 1.622125692665576935e-02 -2.799239158630371094e-01
1.911062002182006836e-01 1.829830706119537354e-01 -1.269334554672241211e-01 -2.474235296249389648e-01
1.902470886707305908e-01 1.762999743223190308e-01 1.878195814788341522e-02 -3.854248225688934326e-01
-1.217843964695930481e-01 -1.135476827621459961e-01 -4.806913062930107117e-02 2.834542989730834961e-01
-5.521061271429061890e-02 -4.823507741093635559e-02 -2.075656130909919739e-02 1.243827044963836670e-01
-8.216759562492370605e-02 -7.911804318428039551e-02 -8.237840607762336731e-03 1.697913706302642822e-01
-6.321831792593002319e-02 -5.639096349477767944e-02 -2.509434474632143974e-03 1.223220005631446838e-01
-8.244328200817108154e-02 -8.087301254272460938e-02 -2.991079585626721382e-03 1.660593301057815552e-01
-7.062255591154098511e-02 -6.767269223928451538e-02 1.657643727958202362e-02 1.222492381930351257e-01
-4.145391657948493958e-02 4.275017883628606796e-03 -7.303711026906967163e-02 -3.463288545608520508e-01
-5.630226060748100281e-02 -9.087895974516868591e-03 -1.867164373397827148e-01 -2.169162333011627197e-01
-3.541152179241180420e-02 -1.673411461524665356e-04 -1.594793796539306641e-01 -2.811059057712554932e-01
2.821933478116989136e-02 -2.823482640087604523e-02 -1.151597872376441956e-01 1.256657093763351440e-01
4.124864935874938965e-02 -2.210824377834796906e-02 -1.183476299047470093e-01 2.186852842569351196e-01
1.396791934967041016e-01 1.428745687007904053e-01 -3.342932462692260742e-01 5.123438313603401184e-02
3.903105109930038452e-02 -1.575701124966144562e-02 -2.439378574490547180e-02 2.955659329891204834e-01
1.078800559043884277e-01 1.140417903661727905e-01 -2.281798124313354492e-01 5.895378999412059784e-03
1.351132988929748535e-01 1.518056392669677734e-01 1.494582891464233398e-01 -4.373950362205505371e-01
1.163203567266464233e-01 1.297649294137954712e-01 -7.858791202306747437e-02 -1.677203029394149780e-01
1.269997358322143555e-01 1.455031484365463257e-01 1.668204814195632935e-01 -4.394085407257080078e-01
3.301130980253219604e-02 4.611439257860183716e-02 1.390358805656433105e-01 -2.187305539846420288e-01
