-7.084304839372634888e-02 3.715710639953613281e-01 -3.007277548313140869e-01
3.677484691143035889e-01 -7.741233706474304199e-01 4.063531756401062012e-01
3.993366658687591553e-01 -6.652575731277465820e-02 -3.328170180320739746e-01
-1.451112508773803711e+00 9.535157680511474609e-01 4.976157248020172119e-01
-2.855580151081085205e-01 -5.808341875672340393e-02 3.436334729194641113e-01
5.929600596427917480e-01 -6.755254268646240234e-01 8.259084075689315796e-02
-3.676207959651947021e-01 6.670174747705459595e-02 3.008816838264465332e-01
8.228463679552078247e-02 -8.194588124752044678e-02 -2.856979263015091419e-04
3.122472465038299561e-01 -2.059711813926696777e-01 -1.062403246760368347e-01
1.821998804807662964e-01 4.782190546393394470e-02 -2.299864739179611206e-01
-4.666289314627647400e-02 8.055127412080764771e-02 -3.390683978796005249e-02
-5.943982303142547607e-02 2.522497624158859253e-02 3.418171778321266174e-02
-4.153855890035629272e-02 8.740754425525665283e-02 -4.588932171463966370e-02
7.886300235986709595e-02 -2.309912741184234619e-01 1.521079093217849731e-01
3.455111682415008545e-01 -2.737730443477630615e-01 -7.175006717443466187e-02
1.845228821039199829e-01 1.975151896476745605e-01 -3.820621967315673828e-01
-9.342487156391143799e-02 -1.364668309688568115e-01 2.298927903175354004e-01
3.003566265106201172e-01 -6.811793148517608643e-02 -2.322260439395904541e-01
1.805052906274795532e-01 2.057562023401260376e-01 -3.862568736076354980e-01
