-5.075860023498535156e-01 5.188245177268981934e-01 -1.018813177943229675e-01
1.252242028713226318e-01 -5.498757958412170410e-01 3.865854144096374512e-01
1.149765625596046448e-01 3.803720930591225624e-03 -1.578980833292007446e-01
-1.197609119117259979e-03 -4.640277475118637085e-04 -2.788312558550387621e-04
-1.160588697530329227e-03 -7.393800769932568073e-04 -5.115366075187921524e-04
6.365363486111164093e-03 -3.706385323312133551e-04 -6.673780153505504131e-04
-7.111810892820358276e-02 -1.161820068955421448e-02 1.339967846870422363e-01
-8.897610753774642944e-02 9.582453221082687378e-02 1.356466114521026611e-02
-3.584682941436767578e-02 1.386953517794609070e-04 4.508623853325843811e-02
5.224526301026344299e-02 -9.284894168376922607e-02 3.616463392972946167e-02
-2.288938499987125397e-02 2.684387005865573883e-02 3.257485572248697281e-03
2.529734186828136444e-02 -1.583660021424293518e-02 1.236563082784414291e-03
1.852444186806678772e-02 -2.429630979895591736e-02 8.390808477997779846e-03
-1.828741729259490967e-01 1.841290146112442017e-01 -3.079596161842346191e-02
4.586029052734375000e-02 -1.455455571413040161e-01 8.942735940217971802e-02
4.042290151119232178e-02 -5.742465727962553501e-04 -3.123209811747074127e-02
-7.864760607481002808e-02 7.780121266841888428e-02 -2.709098905324935913e-02
3.268779814243316650e-02 -2.048764824867248535e-01 1.498979628086090088e-01
3.840904310345649719e-02 2.379659999860450625e-04 -4.452712461352348328e-02
